collection_code,event_id,catalog_number,occurrence_id,scientific_name,identification_qualifier,individual_count,class,feeding_type,life_mode,habitat
GG,GG_GG04R1,220,CIM-UH_GG_220,Luria cinerea,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,221,CIM-UH_GG_221,Meioceras cornucopiae,,4,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,222,CIM-UH_GG_222,Meioceras nitidum,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,223,CIM-UH_GG_223,Mitrella antares,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,224,CIM-UH_GG_224,Modulus modulus,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,225,CIM-UH_GG_225,Monophorus olivaceus,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,226,CIM-UH_GG_226,Montfortia emarginata,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,227,CIM-UH_GG_227,Neotiara nodulosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,228,CIM-UH_GG_228,Nototriphora decorata,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,229,CIM-UH_GG_229,Parvilucina ,spp.,4,Bivalvia,Chemosymbiont,Benthic,coral reef
GG,GG_GG04R1,230,CIM-UH_GG_230,Parviturbo marcosi,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,231,CIM-UH_GG_231,Parviturbo weberi,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,232,CIM-UH_GG_232,Phosinella cancellina,,5,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,233,CIM-UH_GG_233,Phosinella redferni,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,234,CIM-UH_GG_234,Planktomya henseni,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R1,235,CIM-UH_GG_235,Pleuromeris tridentata,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R1,236,CIM-UH_GG_236,Polyschides tetraschistus,,1,Scaphopoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,237,CIM-UH_GG_237,Pseudostomatella erythrocoma,,4,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,238,CIM-UH_GG_238,Pygmaepterys rauli,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,239,CIM-UH_GG_239,Rissoina vanderspoeli,,11,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,240,CIM-UH_GG_240,Schwartziella vanpeli,,6,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,241,CIM-UH_GG_241,Simulamerelina caribaea,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,242,CIM-UH_GG_242,Simulamerelina ,spp.,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,243,CIM-UH_GG_243,Steironepion maculatum,,4,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,244,CIM-UH_GG_244,Suturoglypta ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,245,CIM-UH_GG_245,Trochomodulus carchedonius,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,246,CIM-UH_GG_246,Tucetona subtilis,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R1,247,CIM-UH_GG_247,Turbo cailletii,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,248,CIM-UH_GG_248,Turbonilla pupoides,,3,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,249,CIM-UH_GG_249,Vermicularia spirata,,1,Gastropoda,Suspension feeder,Benthic,coral reef
GG,GG_GG04R1,250,CIM-UH_GG_250,Vexillum sykesi,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,251,CIM-UH_GG_251,Volvarina ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R1,252,CIM-UH_GG_252,Zebina browniana,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,253,CIM-UH_GG_253,Zebina ,spp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,254,CIM-UH_GG_254,Zebina vitrea,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R1,255,CIM-UH_GG_255,Zebinella decussata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,256,CIM-UH_GG_256,Agathotoma ecthymata,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,257,CIM-UH_GG_257,Ailinzebina elegantissima,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,258,CIM-UH_GG_258,Alvania auberiana,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,259,CIM-UH_GG_259,Antalis antillarum,,2,Scaphopoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,260,CIM-UH_GG_260,Arene tricarinata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,261,CIM-UH_GG_261,Atlantilux exigua,,7,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,262,CIM-UH_GG_262,Atys, spp.,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,263,CIM-UH_GG_263,Barbatia domingensis,,13,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R2,264,CIM-UH_GG_264,Barleeia ,spp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,265,CIM-UH_GG_265,Caecum antillarum,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,266,CIM-UH_GG_266,Caecum condylum,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,267,CIM-UH_GG_267,Caecum imbricatum,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,268,CIM-UH_GG_268,Caecum plicatum,,8,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,269,CIM-UH_GG_269,Caecum regulare,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,270,CIM-UH_GG_270,Calliostoma, sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,271,CIM-UH_GG_271,Cerithiopsis albovittata,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,272,CIM-UH_GG_272,Cerithiopsis flava,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,273,CIM-UH_GG_273,Cerithiopsis, spp.,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,274,CIM-UH_GG_274,Cerithium eburneum,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R2,275,CIM-UH_GG_275,Cerithium litteratum,,17,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R2,276,CIM-UH_GG_276,Coralliophila salebrosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,277,CIM-UH_GG_277,Crassinella lunulata,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R2,278,CIM-UH_GG_278,Cratis antillensis,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R2,279,CIM-UH_GG_279,Cyclostrema amabile,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,280,CIM-UH_GG_280,Eoacmaea pustulata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,281,CIM-UH_GG_281,Eulithidium bellum,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,282,CIM-UH_GG_282,Eulithidium, sp.,11,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,283,CIM-UH_GG_283,Gibberula ,spp.,3,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,284,CIM-UH_GG_284,Glycymeris decussata,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R2,285,CIM-UH_GG_285,Granulina antillensis,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,286,CIM-UH_GG_286,Heliacus bisulcatus,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,287,CIM-UH_GG_287,Iniforis turristhomae,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,288,CIM-UH_GG_288,Isotriphora taenialba,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,289,CIM-UH_GG_289,Ithycythara maera,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,290,CIM-UH_GG_290,Latitriphora albida,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,291,CIM-UH_GG_291,Marginellopsis serrei,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,292,CIM-UH_GG_292,Marshallora modesta,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,293,CIM-UH_GG_293,Meioceras cornucopiae,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,294,CIM-UH_GG_294,Meioceras nitidum,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,295,CIM-UH_GG_295,Modulus modulus,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,296,CIM-UH_GG_296,Monophorus ateralbus,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,297,CIM-UH_GG_297,Neotiara nodulosa,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,298,CIM-UH_GG_298,Nototriphora decorata,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,299,CIM-UH_GG_299,Octomarginula ostheimerae,,1,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GG,GG_GG04R2,300,CIM-UH_GG_300,Phosinella fenestrata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,301,CIM-UH_GG_301,Phosinella sagraiana,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,302,CIM-UH_GG_302,Pseudostomatella erythrocoma,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,303,CIM-UH_GG_303,Rissoina vanderspoeli,,6,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,304,CIM-UH_GG_304,Schwartziella fischeri,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,305,CIM-UH_GG_305,Simulamerelina ,spp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,306,CIM-UH_GG_306,Steironepion maculatum,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,307,CIM-UH_GG_307,Suturoglypta ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,308,CIM-UH_GG_308,Triptychus niveus,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,309,CIM-UH_GG_309,Turbo cailletii,,5,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,310,CIM-UH_GG_310,Turbonilla pupoides,,5,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,311,CIM-UH_GG_311,Turbonilla ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,312,CIM-UH_GG_312,Vermicularia spirata,,2,Gastropoda,Suspension feeder,Benthic,coral reef
GG,GG_GG04R2,313,CIM-UH_GG_313,Vexillum moniliferum,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,314,CIM-UH_GG_314,Vexillum pulchellum,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,315,CIM-UH_GG_315,Vitrinella ,sp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,316,CIM-UH_GG_316,Volvarina ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R2,317,CIM-UH_GG_317,Zafrona ,sp.,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R2,318,CIM-UH_GG_318,Zebina browniana,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,319,CIM-UH_GG_319,Ailinzebina elegantissima,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,320,CIM-UH_GG_320,Alvania auberiana,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,321,CIM-UH_GG_321,Americardia guppyi,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,322,CIM-UH_GG_322,Americardia media,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,323,CIM-UH_GG_323,Anadara notabilis,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,324,CIM-UH_GG_324,Antalis antillarum,,1,Scaphopoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,325,CIM-UH_GG_325,Atlantilux exigua,,9,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,326,CIM-UH_GG_326,Atlantilux gemmata,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,327,CIM-UH_GG_327,Atys, spp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,328,CIM-UH_GG_328,Barbatia domingensis,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,329,CIM-UH_GG_329,Caecum antillarum,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,330,CIM-UH_GG_330,Caecum circumvolutum,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,331,CIM-UH_GG_331,Caecum donmoorei,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,332,CIM-UH_GG_332,Caecum floridanum,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,333,CIM-UH_GG_333,Caecum imbricatum,,4,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,334,CIM-UH_GG_334,Caecum plicatum,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,335,CIM-UH_GG_335,Carditopsis smithii,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,336,CIM-UH_GG_336,Cerithiopsis flava,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,337,CIM-UH_GG_337,Cerithiopsis io,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,338,CIM-UH_GG_338,Cerithiopsis lata,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,339,CIM-UH_GG_339,Cerithiopsis, spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,340,CIM-UH_GG_340,Cerithium eburneum,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R3,341,CIM-UH_GG_341,Cerithium litteratum,,19,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R3,342,CIM-UH_GG_342,Chama ,sp.,3,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,343,CIM-UH_GG_343,Chione cancellata,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,344,CIM-UH_GG_344,Conus, sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,345,CIM-UH_GG_345,Coralliophila salebrosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,346,CIM-UH_GG_346,Crassinella lunulata,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GG,GG_GG04R3,347,CIM-UH_GG_347,Crassispira ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,348,CIM-UH_GG_348,Eoacmaea pustulata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,349,CIM-UH_GG_349,Eulithidium bellum,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,350,CIM-UH_GG_350,Eulithidium, sp.,29,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,351,CIM-UH_GG_351,Falsuszafrona pulchella,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,352,CIM-UH_GG_352,Finella adamsi,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R3,353,CIM-UH_GG_353,Finella dubia,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GG,GG_GG04R3,354,CIM-UH_GG_354,Gibberula ,spp.,3,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,355,CIM-UH_GG_355,Heliacus cylindricus,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,356,CIM-UH_GG_356,Iniforis turristhomae,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,357,CIM-UH_GG_357,Intelcystiscus, sp.,4,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,358,CIM-UH_GG_358,Isotriphora taenialba,,4,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,359,CIM-UH_GG_359,Latitriphora albida,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,360,CIM-UH_GG_360,Marshallora modesta,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,361,CIM-UH_GG_361,Megalomphalus pilsbryi,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,362,CIM-UH_GG_362,Meioceras cornucopiae,,2,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,363,CIM-UH_GG_363,Meioceras cubitatum,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,364,CIM-UH_GG_364,Meioceras nitidum,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,365,CIM-UH_GG_365,Metaxia excelsa,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,366,CIM-UH_GG_366,Mitrella antares,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,367,CIM-UH_GG_367,Mitromorpha erycinella,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,368,CIM-UH_GG_368,Monophorus olivaceus,,3,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,369,CIM-UH_GG_369,Mumiola gradatula,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,370,CIM-UH_GG_370,Nototriphora decorata,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,371,CIM-UH_GG_371,Osvaldoginella gomezi,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,372,CIM-UH_GG_372,Parvilucina ,spp.,2,Bivalvia,Chemosymbiont,Benthic,coral reef
GG,GG_GG04R3,373,CIM-UH_GG_373,Pseudopusula antillarum,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,374,CIM-UH_GG_374,Pseudostomatella erythrocoma,,3,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,375,CIM-UH_GG_375,Pyramidella dolabrata,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,376,CIM-UH_GG_376,Rissoina vanderspoeli,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,377,CIM-UH_GG_377,Triptychus niveus,,1,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,378,CIM-UH_GG_378,Turbo cailletii,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,379,CIM-UH_GG_379,Turbonilla pupoides,,4,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,380,CIM-UH_GG_380,Vanikoro sulcatus,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,381,CIM-UH_GG_381,Vexillum dermestinum,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,382,CIM-UH_GG_382,Vexillum sykesi,,2,Gastropoda,Carnivores,Benthic,coral reef
GG,GG_GG04R3,383,CIM-UH_GG_383,Vitrinella aristata,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,384,CIM-UH_GG_384,Zebina ,spp.,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG04R3,385,CIM-UH_GG_385,Zebina vitrea,,1,Gastropoda,Herbivores,Benthic,coral reef
GG,GG_GG05R1,386,CIM-UH_GG_386,Agathistoma fasciatum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,387,CIM-UH_GG_387,Alvania auberiana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,388,CIM-UH_GG_388,Americardia guppyi,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,389,CIM-UH_GG_389,Ameritella consobrina,,3,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG05R1,390,CIM-UH_GG_390,Ameritella sybaritica,,3,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG05R1,391,CIM-UH_GG_391,Anodontia alba,,13,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,392,CIM-UH_GG_392,Atlantilux exigua,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,393,CIM-UH_GG_393,Atys, spp.,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,394,CIM-UH_GG_394,Bulla occidentalis,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,395,CIM-UH_GG_395,Callucina keenae,,14,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,396,CIM-UH_GG_396,Cardiomya costellata,,1,Bivalvia,Carnivores,Benthic,seagrass
GG,GG_GG05R1,397,CIM-UH_GG_397,Carditopsis bernardi,,4,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,398,CIM-UH_GG_398,Carditopsis smithii,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,399,CIM-UH_GG_399,Cerithium eburneum,,3,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG05R1,400,CIM-UH_GG_400,Clathrolucina costata,,10,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,401,CIM-UH_GG_401,Crenella divaricata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,402,CIM-UH_GG_402,Ctena, spp.,28,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,403,CIM-UH_GG_403,Curveulima ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,404,CIM-UH_GG_404,Cylichnella bidentata,,21,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,405,CIM-UH_GG_405,Diplodonta ,sp.,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,406,CIM-UH_GG_406,Eoacmaea pustulata,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,407,CIM-UH_GG_407,Epicodakia filiata,,18,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,408,CIM-UH_GG_408,Eulithidium adamsi,,8,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,409,CIM-UH_GG_409,Eulithidium bellum,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,410,CIM-UH_GG_410,Eulithidium, sp.,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,411,CIM-UH_GG_411,Eulithidium thalassicola,,9,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,412,CIM-UH_GG_412,Gouldia cerina,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,413,CIM-UH_GG_413,Meioceras nitidum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,414,CIM-UH_GG_414,Microeulima hemphillii,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,415,CIM-UH_GG_415,Musculus lateralis,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,416,CIM-UH_GG_416,Orobitella floridana,,4,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,417,CIM-UH_GG_417,Parvilucina ,spp.,78,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R1,418,CIM-UH_GG_418,Phosinella sagraiana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,419,CIM-UH_GG_419,Phrontis antillarum,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,420,CIM-UH_GG_420,Siratus formosus,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R1,421,CIM-UH_GG_421,Smaragdia viridis,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,422,CIM-UH_GG_422,Tampaella mera,,1,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG05R1,423,CIM-UH_GG_423,Trochomodulus carchedonius,,5,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R1,424,CIM-UH_GG_424,Vermicularia spirata,,1,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG05R1,425,CIM-UH_GG_425,Zebina browniana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,426,CIM-UH_GG_426,Alvania auberiana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,427,CIM-UH_GG_427,Ameritella consobrina,,1,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG05R2,428,CIM-UH_GG_428,Amphithalamus vallei,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,429,CIM-UH_GG_429,Antalis antillarum,,2,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG05R2,430,CIM-UH_GG_430,Atys, spp.,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,431,CIM-UH_GG_431,Bacteridium bermudense,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R2,432,CIM-UH_GG_432,Bulla occidentalis,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,433,CIM-UH_GG_433,Callucina keenae,,3,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R2,434,CIM-UH_GG_434,Cardiomya costellata,,2,Bivalvia,Carnivores,Benthic,seagrass
GG,GG_GG05R2,435,CIM-UH_GG_435,Carditopsis bernardi,,6,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R2,436,CIM-UH_GG_436,Carditopsis smithii,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R2,437,CIM-UH_GG_437,Clathrolucina costata,,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R2,438,CIM-UH_GG_438,Ctena, spp.,10,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R2,439,CIM-UH_GG_439,Cylichnella bidentata,,6,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R2,440,CIM-UH_GG_440,Diplodonta notata,,2,Bivalvia,Suspension feeder,Benthic,seagrass
